,location,size,total_sqft,bath,price
1492,Electronic City Phase II,3,1400.0,2.0,41.58
1493,Electronic City Phase II,2,1000.0,2.0,28.88
1494,Electronic City Phase II,3,1400.0,2.0,40.43
1495,Electronic City Phase II,2,900.0,2.0,32.5
1496,Electronic City Phase II,3,1329.0,2.0,41.0
1497,Electronic City Phase II,3,1220.0,3.0,35.23
1498,Electronic City Phase II,3,1418.0,3.0,52.47
1499,Electronic City Phase II,2,1070.0,2.0,45.0
1500,Electronic City Phase II,3,1310.0,2.0,37.83
1501,Electronic City Phase II,2,1140.0,2.0,33.06
1502,Electronic City Phase II,2,1089.0,2.0,32.67
1503,Electronic City Phase II,3,1400.0,2.0,40.44
1504,Electronic City Phase II,2,1160.0,2.0,33.5
1505,Electronic City Phase II,4,6000.0,4.0,260.0
1506,Electronic City Phase II,2,1116.0,2.0,37.0
1507,Electronic City Phase II,2,1000.0,2.0,28.88
1508,Electronic City Phase II,2,1000.0,2.0,28.88
1509,Electronic City Phase II,2,1000.0,2.0,28.88
1510,Electronic City Phase II,3,1611.0,2.0,48.33
1511,Electronic City Phase II,2,1065.0,2.0,30.88
1512,Electronic City Phase II,3,1220.0,3.0,36.6
1513,Electronic City Phase II,3,1320.0,2.0,38.13
1514,Electronic City Phase II,2,920.0,2.0,26.0
1515,Electronic City Phase II,2,1140.0,2.0,33.84
1516,Electronic City Phase II,2,1125.0,2.0,32.49
1517,Electronic City Phase II,3,1310.0,2.0,37.83
1518,Electronic City Phase II,3,1220.0,2.0,36.21
1519,Electronic City Phase II,2,1140.0,2.0,32.92
1520,Electronic City Phase II,2,1116.0,2.0,40.0
1521,Electronic City Phase II,3,1150.0,3.0,46.0
1522,Electronic City Phase II,3,1192.0,2.0,47.0
1523,Electronic City Phase II,3,1502.0,3.0,50.0
1524,Electronic City Phase II,2,1020.0,2.0,32.0
1525,Electronic City Phase II,2,1020.0,2.0,27.43
1526,Electronic City Phase II,2,1020.0,2.0,29.45
1527,Electronic City Phase II,2,1000.0,2.0,28.88
1528,Electronic City Phase II,3,1310.0,2.0,37.84
1529,Electronic City Phase II,2,1125.0,2.0,32.49
1530,Electronic City Phase II,2,1200.0,2.0,34.65
1531,Electronic City Phase II,2,1160.0,2.0,52.2
1532,Electronic City Phase II,2,1244.0,2.0,55.0
1533,Electronic City Phase II,2,1160.0,2.0,33.51
1534,Electronic City Phase II,3,1220.0,3.0,35.25
1535,Electronic City Phase II,3,1625.0,2.0,48.75
1536,Electronic City Phase II,2,972.0,2.0,40.0
1537,Electronic City Phase II,2,1160.0,2.0,33.51
1538,Electronic City Phase II,3,1400.0,2.0,40.45
1539,Electronic City Phase II,2,1090.0,2.0,31.48
1540,Electronic City Phase II,2,1140.0,2.0,32.92
1541,Electronic City Phase II,2,1160.0,2.0,33.5
1542,Electronic City Phase II,2,1025.0,2.0,29.6
1543,Electronic City Phase II,2,829.0,2.0,22.8
1544,Electronic City Phase II,3,1320.0,2.0,38.12
1545,Electronic City Phase II,2,1125.0,2.0,32.63
1546,Electronic City Phase II,2,1140.0,2.0,34.0
1547,Electronic City Phase II,3,1310.0,2.0,37.84
1548,Electronic City Phase II,3,1400.0,2.0,40.43
1549,Electronic City Phase II,2,1135.0,2.0,46.0
1550,Electronic City Phase II,2,1165.0,2.0,33.64
1551,Electronic City Phase II,3,1400.0,2.0,40.44
1552,Electronic City Phase II,3,1336.0,2.0,50.35
1553,Electronic City Phase II,1,575.0,1.0,16.75
1554,Electronic City Phase II,2,1065.0,2.0,30.76
1555,Electronic City Phase II,2,1065.0,2.0,30.75
1556,Electronic City Phase II,2,1140.0,2.0,33.06
1557,Electronic City Phase II,2,911.0,2.0,26.5
1558,Electronic City Phase II,2,1200.0,2.0,34.65
1559,Electronic City Phase II,3,1310.0,2.0,37.83
1560,Electronic City Phase II,3,1651.0,3.0,49.53
1561,Electronics City Phase 1,3,1475.0,3.0,78.29
1562,Electronics City Phase 1,3,1490.0,3.0,78.8
1563,Electronics City Phase 1,2,1113.27,2.0,53.0
1564,Electronics City Phase 1,2,1175.0,2.0,51.47
1565,Electronics City Phase 1,2,1160.0,2.0,52.0
1566,Electronics City Phase 1,3,1750.0,3.0,84.0
1567,Electronics City Phase 1,3,1595.0,3.0,75.0
1568,Electronics City Phase 1,3,1515.0,2.0,80.91
1569,Electronics City Phase 1,2,995.0,2.0,46.0
1570,Electronics City Phase 1,3,1555.0,2.0,82.0
1571,Electronics City Phase 1,3,1124.0,2.0,55.0
1572,Electronics City Phase 1,2,1175.0,2.0,57.0
1573,Electronics City Phase 1,1,580.0,1.0,27.0
1574,Electronics City Phase 1,2,940.0,2.0,49.0
1575,Electronics City Phase 1,2,1335.0,2.0,67.0
1576,Electronics City Phase 1,2,1113.12,2.0,55.0
1577,Electronics City Phase 1,3,1350.0,3.0,71.0
1578,Electronics City Phase 1,2,995.0,2.0,49.8
1579,Electronics City Phase 1,3,1450.0,3.0,72.54
1580,Electronics City Phase 1,1,360.0,1.0,16.9
1581,Electronics City Phase 1,1,638.0,1.0,32.0
1582,Electronics City Phase 1,2,1200.0,2.0,59.76
1583,Electronics City Phase 1,2,1145.0,2.0,54.0
1584,Electronics City Phase 1,3,1550.0,2.0,82.0
1585,Electronics City Phase 1,2,865.0,2.0,40.0
1586,Electronics City Phase 1,3,1450.0,3.0,70.0
1587,Electronics City Phase 1,3,1450.0,2.0,63.51
1588,Electronics City Phase 1,3,1800.0,3.0,93.0
1589,Electronics City Phase 1,2,1314.0,2.0,60.0
1590,Electronics City Phase 1,2,1170.0,2.0,62.0
1591,Electronics City Phase 1,2,940.0,2.0,48.0
1592,Electronics City Phase 1,2,940.0,2.0,44.0
1593,Electronics City Phase 1,2,1300.0,2.0,67.0
1594,Electronics City Phase 1,2,1028.0,2.0,51.0
1595,Electronics City Phase 1,2,1205.0,2.0,60.0
1596,Electronics City Phase 1,3,1900.0,3.0,85.0
1597,Electronics City Phase 1,2,1305.0,2.0,67.0
1598,Electronics City Phase 1,2,1175.0,2.0,60.0
1599,Frazer Town,3,1700.0,3.0,180.0
1600,Frazer Town,3,1870.0,3.0,185.0
1601,Frazer Town,3,1750.0,3.0,150.0
1602,Frazer Town,3,2000.0,3.0,200.0
1603,Frazer Town,3,3500.0,4.0,330.0
1604,Frazer Town,2,1550.0,2.0,140.0
1605,Frazer Town,3,2560.0,3.0,265.0
1606,Frazer Town,3,2400.0,3.0,260.0
1607,Frazer Town,4,3436.0,5.0,341.0
1608,Frazer Town,4,4856.0,5.0,410.0
1609,Frazer Town,2,1315.0,2.0,140.0
1610,Frazer Town,3,1706.0,3.0,154.0
1611,Frazer Town,3,2079.0,3.0,220.0
1612,Frazer Town,4,3435.0,2.0,341.0
1613,Frazer Town,4,3436.0,5.0,345.0
1614,Frazer Town,2,1180.0,2.0,105.0
1615,Frazer Town,3,1870.0,3.0,180.0
1616,Frazer Town,2,1420.0,2.0,120.0
1617,GM Palaya,3,1820.0,2.0,86.0
1618,GM Palaya,2,1140.0,2.0,48.95
1619,GM Palaya,3,1315.0,3.0,64.0
1620,GM Palaya,3,1643.0,2.0,70.0
1621,Garudachar Palya,3,1325.0,2.0,60.8
1622,Garudachar Palya,2,1060.0,2.0,48.7
1623,Garudachar Palya,2,1150.0,2.0,52.75
1624,Garudachar Palya,3,1295.0,2.0,59.5
1625,Garudachar Palya,3,1320.0,2.0,60.6
1626,Garudachar Palya,3,1295.0,2.0,59.5
1627,Garudachar Palya,2,1150.0,2.0,52.8
1628,Garudachar Palya,2,1150.0,2.0,52.8
1629,Garudachar Palya,2,1060.0,2.0,48.5
1630,Garudachar Palya,2,1150.0,2.0,52.5
1631,Garudachar Palya,3,1325.0,2.0,60.8
1632,Garudachar Palya,2,1060.0,2.0,48.66
1633,Giri Nagar,4,2400.0,4.0,400.0
1634,Giri Nagar,3,1350.0,3.0,240.0
1635,Giri Nagar,4,2400.0,4.0,400.0
1636,Giri Nagar,6,2400.0,6.0,400.0
1637,Gollarapalya Hosahalli,3,1408.0,3.0,62.0
1638,Gollarapalya Hosahalli,2,861.0,2.0,36.5
1639,Gollarapalya Hosahalli,3,1345.0,3.0,60.0
1640,Gollarapalya Hosahalli,3,1318.0,3.0,56.0
1641,Gollarapalya Hosahalli,2,1129.0,2.0,50.0
1642,Gottigere,2,1100.0,2.0,40.0
1643,Gottigere,2,967.0,2.0,45.0
1644,Gottigere,2,950.0,2.0,38.0
1645,Gottigere,2,1153.0,2.0,48.5
1646,Gottigere,4,2000.0,4.0,82.0
1647,Gottigere,3,1460.0,2.0,65.0
1648,Gottigere,3,1500.0,3.0,70.0
1649,Gottigere,3,1621.0,3.0,72.0
1650,Gottigere,2,990.0,2.0,40.0
1651,Gottigere,3,1385.0,3.0,64.0
1652,Gottigere,3,1385.0,2.0,50.0
1653,Gottigere,3,1435.0,2.0,62.0
1654,Gottigere,2,945.0,2.0,45.0
1655,Gottigere,3,1230.0,2.0,52.0
1656,Gottigere,2,1120.0,2.0,50.0
1657,Gottigere,3,1500.0,3.0,63.0
1658,Gottigere,2,1280.0,2.0,61.0
1659,Gottigere,2,1205.0,2.0,56.58
1660,Gottigere,4,3000.0,3.0,132.0
1661,Gottigere,3,1613.0,3.0,72.0
1662,Gottigere,2,1245.0,2.0,59.0
1663,Gottigere,2,1200.0,2.0,50.0
1664,Green Glen Layout,4,3250.0,4.0,230.0
1665,Green Glen Layout,4,3250.0,4.0,230.0
1666,Green Glen Layout,3,1715.0,3.0,115.0
1667,Green Glen Layout,3,1751.0,2.0,115.0
1668,Green Glen Layout,3,1530.0,3.0,105.0
1669,Green Glen Layout,3,1645.0,3.0,110.0
1670,Green Glen Layout,3,1517.0,3.0,100.0
1671,Green Glen Layout,4,3150.0,4.0,218.0
1672,Green Glen Layout,4,3270.0,4.0,205.0
1673,Green Glen Layout,3,1750.0,3.0,120.0
1674,Green Glen Layout,3,1751.0,3.0,115.0
1675,Green Glen Layout,3,1715.0,3.0,120.0
1676,Green Glen Layout,3,1623.29,2.0,105.0
1677,Green Glen Layout,3,1715.0,3.0,115.0
1678,Green Glen Layout,3,1715.0,3.0,105.0
1679,Green Glen Layout,3,1600.0,3.0,105.0
1680,Green Glen Layout,3,1715.0,3.0,112.0
1681,Gubbalala,3,1470.0,2.0,82.0
1682,Gubbalala,3,1745.0,3.0,104.0
1683,Gubbalala,5,2570.0,4.0,141.0
1684,Gubbalala,2,1205.0,2.0,70.0
1685,Gubbalala,3,1435.0,2.0,80.0
1686,Gubbalala,2,1475.0,2.0,80.0
1687,Gubbalala,4,4000.0,5.0,195.0
1688,Gunjur,2,1140.0,2.0,43.0
1689,Gunjur,3,1600.0,3.0,75.0
1690,Gunjur,4,2000.0,3.0,95.0
1691,Gunjur,2,1140.0,2.0,49.11
1692,Gunjur,2,1195.0,2.0,44.0
1693,Gunjur,2,1457.0,2.0,60.0
1694,Gunjur,2,1080.0,2.0,41.0
1695,Gunjur,3,2132.0,3.0,80.0
1696,Gunjur,3,1800.0,3.0,70.0
1697,Gunjur,2,1175.0,2.0,43.48
1698,Gunjur,3,1362.0,3.0,62.63
1699,Gunjur,2,1071.0,2.0,51.0
1700,Gunjur,2,1063.0,2.0,40.0
1701,Gunjur,2,1235.0,2.0,52.76
1702,Gunjur,3,1362.0,3.0,62.63
1703,Gunjur,3,1362.0,3.0,62.63
1704,Gunjur,2,1457.0,2.0,60.0
1705,HAL 2nd Stage,3,1490.0,2.0,300.0
1706,HAL 2nd Stage,2,600.0,3.0,145.0
1707,HBR Layout,3,2800.0,2.0,200.0
1708,HBR Layout,3,1722.0,3.0,95.0
1709,HBR Layout,3,1783.0,3.0,125.0
1710,HBR Layout,3,1656.0,3.0,90.0
1711,HBR Layout,2,1089.0,2.0,60.0
1712,HBR Layout,3,1700.0,3.0,110.0
1713,HBR Layout,2,1198.0,2.0,65.0
1714,HBR Layout,3,1832.0,3.0,160.0
1715,HRBR Layout,2,1374.0,2.0,95.0
1716,HRBR Layout,2,1440.0,2.0,98.0
1717,HRBR Layout,3,1567.0,3.0,90.0
1718,HRBR Layout,2,1210.0,2.0,75.0
1719,HRBR Layout,2,1265.0,2.0,78.0
1720,HRBR Layout,2,1170.0,2.0,75.0
1721,HRBR Layout,3,1335.0,2.0,87.0
1722,HRBR Layout,3,1625.0,3.0,120.0
1723,HRBR Layout,2,1145.0,2.0,68.5
1724,HRBR Layout,2,1300.0,2.0,90.0
1725,HSR Layout,3,1400.0,3.0,56.0
1726,HSR Layout,2,1372.0,2.0,68.0
1727,HSR Layout,3,1430.0,2.0,65.0
1728,HSR Layout,3,1475.0,3.0,75.0
1729,HSR Layout,2,1140.0,2.0,46.0
1730,HSR Layout,2,1372.0,2.0,61.0
1731,HSR Layout,3,1750.0,3.0,95.0
1732,HSR Layout,2,1027.0,2.0,44.0
1733,HSR Layout,2,1140.0,2.0,46.0
1734,HSR Layout,2,1372.0,2.0,61.0
1735,HSR Layout,2,1140.0,2.0,46.0
1736,HSR Layout,2,1185.0,2.0,60.0
1737,HSR Layout,2,1145.0,2.0,48.0
1738,HSR Layout,2,1009.0,2.0,56.0
1739,HSR Layout,2,1140.0,2.0,46.0
1740,HSR Layout,3,1360.0,2.0,53.0
1741,HSR Layout,2,1140.0,2.0,46.0
1742,HSR Layout,2,1145.0,2.0,46.0
1743,HSR Layout,2,1142.0,2.0,65.0
1744,HSR Layout,2,1145.0,2.0,46.0
1745,HSR Layout,3,1844.0,3.0,95.0
1746,HSR Layout,2,1140.0,2.0,46.0
1747,HSR Layout,2,1140.0,2.0,46.0
1748,HSR Layout,2,1145.0,2.0,46.0
1749,HSR Layout,2,1009.0,2.0,56.0
1750,HSR Layout,2,1145.0,2.0,46.0
1751,HSR Layout,2,1100.0,2.0,44.0
1752,HSR Layout,2,1203.0,2.0,60.0
1753,HSR Layout,2,1140.0,2.0,46.0
1754,HSR Layout,2,1289.0,2.0,70.0
1755,HSR Layout,3,1844.0,3.0,89.0
1756,HSR Layout,2,1203.0,2.0,60.0
1757,HSR Layout,2,1140.0,2.0,46.0
1758,Haralur Road,2,1240.0,2.0,70.0
1759,Haralur Road,2,1027.0,2.0,44.0
1760,Haralur Road,3,1464.0,3.0,56.0
1761,Haralur Road,4,2805.0,5.0,154.0
1762,Haralur Road,2,1194.0,2.0,47.0
1763,Haralur Road,2,1202.0,2.0,53.0
1764,Haralur Road,2,1056.0,2.0,61.0
1765,Haralur Road,3,1464.0,3.0,56.0
1766,Haralur Road,3,1810.0,3.0,100.0
1767,Haralur Road,2,1194.0,2.0,46.0
1768,Haralur Road,4,2805.0,4.0,154.0
1769,Haralur Road,2,1225.0,2.0,67.38
1770,Haralur Road,2,1027.0,2.0,44.0
1771,Haralur Road,3,1875.0,3.0,110.0
1772,Haralur Road,2,1194.0,2.0,47.0
1773,Haralur Road,2,1027.0,2.0,44.0
1774,Haralur Road,2,1194.0,2.0,46.0
1775,Haralur Road,3,1875.0,3.0,110.0
1776,Haralur Road,2,1092.0,2.0,44.0
1777,Haralur Road,3,2475.0,4.0,130.0
1778,Haralur Road,2,1300.0,2.0,73.0
1779,Haralur Road,2,1194.0,2.0,47.0
1780,Haralur Road,2,1225.0,2.0,67.38
1781,Haralur Road,2,1464.0,2.0,56.0
1782,Haralur Road,2,1000.0,2.0,44.0
1783,Haralur Road,4,3185.0,2.0,175.0
1784,Haralur Road,3,1444.0,2.0,80.0
1785,Haralur Road,2,1027.0,2.0,44.0
1786,Haralur Road,3,1464.0,3.0,56.0
1787,Haralur Road,2,1225.0,2.0,70.0
1788,Haralur Road,3,1464.0,3.0,56.0
1789,Haralur Road,2,1194.0,2.0,46.0
1790,Haralur Road,3,1830.0,3.0,101.0
1791,Haralur Road,2,1464.0,2.0,56.0
1792,Haralur Road,2,1300.0,2.0,75.0
1793,Haralur Road,2,1027.0,2.0,44.0
1794,Haralur Road,4,2805.0,5.0,160.0
1795,Haralur Road,2,1027.0,2.0,44.0
1796,Haralur Road,3,2017.0,3.0,105.0
1797,Haralur Road,2,1300.0,2.0,60.0
1798,Haralur Road,2,1056.0,2.0,60.0
1799,Haralur Road,2,1245.0,2.0,62.0
1800,Haralur Road,2,1140.0,2.0,58.0
1801,Haralur Road,2,1027.0,2.0,43.0
1802,Haralur Road,2,1194.0,2.0,47.0
1803,Haralur Road,2,1194.0,2.0,47.0
1804,Haralur Road,3,1560.0,3.0,90.0
1805,Haralur Road,3,1520.0,2.0,85.0
1806,Haralur Road,2,1027.0,2.0,44.0
1807,Haralur Road,2,1194.0,2.0,46.0
1808,Haralur Road,3,1580.0,3.0,73.0
1809,Haralur Road,2,1194.0,2.0,47.0
1810,Haralur Road,4,2805.0,4.0,154.0
1811,Haralur Road,3,1510.0,3.0,83.05
1812,Haralur Road,3,1810.0,3.0,100.0
1813,Haralur Road,2,1194.0,2.0,46.0
1814,Haralur Road,2,1194.0,2.0,46.0
1815,Haralur Road,2,1194.0,2.0,47.0
1816,Haralur Road,2,1194.0,2.0,47.0
1817,Haralur Road,3,1464.0,3.0,56.0
1818,Haralur Road,3,1710.0,3.0,85.0
1819,Haralur Road,3,1730.0,3.0,95.0
1820,Haralur Road,2,1225.0,2.0,67.48
1821,Haralur Road,2,1225.0,2.0,69.84
1822,Haralur Road,2,1200.0,2.0,46.0
1823,Haralur Road,3,1976.0,3.0,92.0
1824,Haralur Road,2,1300.0,2.0,75.0
1825,Haralur Road,2,1027.0,1.0,44.0
1826,Haralur Road,2,1300.0,2.0,75.0
1827,Haralur Road,3,1890.0,3.0,84.0
1828,Haralur Road,2,1230.0,2.0,67.65
1829,Haralur Road,2,1194.0,2.0,46.0
1830,Haralur Road,2,1092.0,2.0,44.0
1831,Haralur Road,3,1464.0,3.0,56.0
1832,Haralur Road,3,1735.0,3.0,97.0
1833,Haralur Road,3,1810.0,3.0,97.83
1834,Haralur Road,2,1200.0,2.0,46.0
1835,Harlur,2,1174.0,2.0,69.0
1836,Harlur,2,1197.0,2.0,84.0
1837,Harlur,2,1174.0,2.0,76.0
1838,Harlur,3,1754.0,3.0,125.0
1839,Harlur,2,1290.0,2.0,85.0
1840,Harlur,3,1752.12,3.0,116.0
1841,Harlur,3,1754.0,3.0,124.0
1842,Harlur,2,1152.0,2.0,69.0
1843,Harlur,2,1290.0,2.0,87.0
1844,Harlur,3,1749.0,3.0,115.0
1845,Harlur,3,2240.0,5.0,155.0
1846,Harlur,4,1884.0,4.0,120.0
1847,Harlur,2,1197.0,2.0,79.0
1848,Harlur,2,1174.0,2.0,78.0
1849,Harlur,3,1730.0,3.0,100.0
1850,Harlur,2,1197.0,2.0,79.0
1851,Harlur,3,1749.0,3.0,112.0
1852,Harlur,2,1174.0,2.0,75.0
1853,Harlur,3,1620.0,3.0,110.0
1854,Harlur,3,1630.0,3.0,95.1
1855,Harlur,3,1755.0,3.0,130.0
1856,Harlur,2,1331.0,2.0,88.0
1857,Harlur,3,1756.0,3.0,128.0
1858,Harlur,3,1749.0,3.0,120.0
1859,Harlur,2,1197.0,2.0,82.0
1860,Harlur,2,1303.0,2.0,90.0
1861,Harlur,2,1174.0,2.0,75.0
1862,Harlur,2,1197.0,2.0,78.0
1863,Harlur,2,1290.0,2.0,89.9
1864,Harlur,2,1386.0,2.0,85.0
1865,Harlur,2,1174.0,2.0,74.0
1866,Harlur,2,1174.0,2.0,78.0
1867,Harlur,3,1755.0,3.0,115.0
1868,Harlur,4,2569.0,4.0,175.0
1869,Harlur,2,1197.0,2.0,77.0
1870,Harlur,3,1752.12,3.0,125.0
1871,Harlur,4,2569.0,5.0,180.0
1872,Harlur,2,1197.0,2.0,76.0
1873,Harlur,2,1197.0,2.0,75.0
1874,Harlur,3,1755.0,3.0,117.0
1875,Harlur,2,1197.0,2.0,79.9
1876,Harlur,2,1370.0,2.0,88.0
1877,Hebbal,3,1760.0,2.0,123.0
1878,Hebbal,3,1900.0,3.0,119.0
1879,Hebbal,2,1349.0,2.0,98.2
1880,Hebbal,3,1760.0,2.0,130.0
1881,Hebbal,3,3450.0,5.0,260.0
1882,Hebbal,3,1920.0,3.0,134.0
1883,Hebbal,2,1337.0,2.0,82.0
1884,Hebbal,2,1349.0,2.0,98.0
1885,Hebbal,3,1255.0,2.0,77.68
1886,Hebbal,3,1355.0,3.0,83.87
1887,Hebbal,3,1790.0,3.0,127.0
1888,Hebbal,2,687.325,2.0,42.72
1889,Hebbal,4,2790.0,5.0,198.0
1890,Hebbal,2,812.0,2.0,55.0
1891,Hebbal,4,2790.0,4.0,198.0
1892,Hebbal,4,3067.0,4.0,230.0
1893,Hebbal,4,3067.0,4.0,230.0
1894,Hebbal,3,1255.0,2.0,77.68
1895,Hebbal,2,823.0,2.0,50.63
1896,Hebbal,3,1069.0,3.0,65.4
1897,Hebbal,2,1420.0,2.0,99.39
1898,Hebbal,3,1700.0,3.0,124.0
1899,Hebbal,2,1420.0,2.0,99.39
1900,Hebbal,3,1355.0,3.0,83.87
1901,Hebbal,2,1440.0,2.0,115.0
1902,Hebbal,3,1355.0,3.0,83.87
1903,Hebbal,3,2400.0,4.0,180.0
1904,Hebbal,3,1255.0,2.0,77.68
1905,Hebbal,2,1420.0,2.0,107.0
1906,Hebbal,2,1320.0,2.0,92.0
1907,Hebbal,3,1645.0,3.0,135.0
1908,Hebbal,3,1355.0,3.0,83.87
1909,Hebbal,3,2600.0,3.0,195.0
1910,Hebbal,3,1645.0,3.0,117.0
1911,Hebbal,2,1251.0,2.0,88.73
1912,Hebbal,3,1645.0,3.0,121.0
1913,Hebbal,3,1760.0,3.0,123.0
1914,Hebbal,4,2790.0,4.0,198.0
1915,Hebbal,3,1645.0,3.0,120.0
1916,Hebbal,3,1255.0,2.0,90.0
1917,Hebbal,3,1645.0,3.0,117.0
1918,Hebbal,3,1255.0,3.0,77.68
1919,Hebbal,3,1636.0,3.0,119.0
1920,Hebbal,3,1255.0,2.0,95.0
1921,Hebbal,4,2790.0,4.0,198.0
1922,Hebbal,3,1255.0,2.0,95.0
1923,Hebbal,2,1349.0,2.0,97.8
1924,Hebbal,3,1255.0,3.0,77.68
1925,Hebbal,2,1344.0,2.0,108.0
1926,Hebbal,3,1255.0,2.0,90.0
1927,Hebbal,3,1255.0,3.0,77.68
1928,Hebbal,4,2790.0,5.0,204.0
1929,Hebbal,3,1987.0,4.0,165.0
1930,Hebbal,4,2790.0,5.0,198.0
1931,Hebbal,2,1299.0,2.0,100.0
1932,Hebbal,3,1645.0,3.0,117.0
1933,Hebbal,2,1390.0,2.0,95.0
1934,Hebbal,2,1333.0,2.0,100.0
1935,Hebbal,3,1355.0,3.0,83.87
1936,Hebbal,3,2650.0,4.0,199.0
1937,Hebbal,3,1800.0,3.0,140.0
1938,Hebbal,4,2470.0,4.0,203.0
1939,Hebbal,3,1255.0,2.0,95.0
1940,Hebbal,2,1333.0,2.0,104.0
1941,Hebbal,3,1645.0,3.0,117.0
1942,Hebbal,3,2600.0,3.0,199.0
1943,Hebbal,2,1345.0,2.0,97.0
1944,Hebbal,2,985.0,2.0,62.0
1945,Hebbal,2,1320.0,2.0,91.0
1946,Hebbal,3,2388.0,3.0,195.0
1947,Hebbal,3,2600.0,3.0,195.0
1948,Hebbal,4,2630.0,5.0,188.0
1949,Hebbal,4,2790.0,5.0,198.0
1950,Hebbal,3,1645.0,3.0,113.0
1951,Hebbal,3,1355.0,3.0,83.87
1952,Hebbal,2,1420.0,2.0,99.39
1953,Hebbal,3,1590.0,3.0,96.0
1954,Hebbal,2,1299.0,2.0,97.0
1955,Hebbal,3,1255.0,3.0,77.68
1956,Hebbal,4,2470.0,5.0,192.0
1957,Hebbal,3,1645.0,3.0,117.0
1958,Hebbal,3,1920.0,3.0,134.0
1959,Hebbal,3,3520.0,5.0,240.0
1960,Hebbal,3,1920.0,3.0,150.0
1961,Hebbal,4,2375.0,4.0,189.0
1962,Hebbal,2,1420.0,2.0,99.26
1963,Hebbal,2,1252.0,2.0,92.0
1964,Hebbal,4,2790.0,4.0,198.0
1965,Hebbal,3,1740.0,2.0,137.0
1966,Hebbal,2,1349.0,2.0,98.0
1967,Hebbal,2,1349.0,2.0,96.8
1968,Hebbal Kempapura,3,1700.0,3.0,155.0
1969,Hebbal Kempapura,3,1800.0,3.0,175.0
1970,Hebbal Kempapura,5,2280.0,5.0,200.0
1971,Hebbal Kempapura,3,2900.0,4.0,240.0
1972,Hebbal Kempapura,4,3900.0,5.0,360.0
1973,Hebbal Kempapura,3,1466.0,2.0,140.0
1974,Hebbal Kempapura,3,1725.0,2.0,165.0
1975,Hebbal Kempapura,2,1485.0,3.0,132.0
1976,Hebbal Kempapura,3,1800.0,3.0,150.0
1977,Hebbal Kempapura,5,2400.0,5.0,200.0
1978,Hebbal Kempapura,3,1785.0,3.0,165.0
1979,Hebbal Kempapura,3,1730.0,3.0,175.0
1980,Hegde Nagar,3,1569.0,3.0,101.0
1981,Hegde Nagar,6,3000.0,7.0,210.0
1982,Hegde Nagar,3,2026.0,3.0,132.0
1983,Hegde Nagar,3,1801.0,3.0,115.0
1984,Hegde Nagar,3,2112.95,4.0,145.0
1985,Hegde Nagar,4,1200.0,4.0,83.0
1986,Hegde Nagar,3,1703.0,3.0,113.0
1987,Hegde Nagar,3,1570.0,3.0,105.0
1988,Hegde Nagar,3,1584.01,3.0,103.0
1989,Hegde Nagar,3,1965.0,4.0,125.0
1990,Hegde Nagar,2,1200.0,2.0,75.0
1991,Hegde Nagar,3,1965.0,4.0,132.0
1992,Hegde Nagar,3,1847.0,3.0,125.0
1993,Hegde Nagar,3,2144.6,4.0,145.0
1994,Hegde Nagar,3,1718.0,3.0,119.0
1995,Hegde Nagar,3,1847.0,3.0,123.0
1996,Hegde Nagar,3,2087.01,4.0,135.0
1997,Hegde Nagar,3,1884.0,4.0,118.0
1998,Hegde Nagar,3,1930.0,4.0,122.0
1999,Hegde Nagar,3,1584.01,3.0,104.0
2000,Hegde Nagar,2,1000.0,2.0,66.0
2001,Hennur,2,1075.0,2.0,52.0
2002,Hennur,2,1255.0,2.0,52.32
2003,Hennur,2,1225.0,2.0,57.0
2004,Hennur,2,1255.0,2.0,57.5
2005,Hennur,2,1259.0,2.0,57.0
2006,Hennur,2,1255.0,2.0,53.5
2007,Hennur,2,1285.0,2.0,60.0
2008,Hennur,2,1285.0,2.0,60.0
2009,Hennur,2,1255.0,2.0,58.0
2010,Hennur,2,1255.0,2.0,54.5
2011,Hennur,2,1255.0,2.0,55.5
2012,Hennur,3,1260.0,2.0,52.0
2013,Hennur,2,1160.0,2.0,49.0
2014,Hennur,2,1255.0,2.0,53.5
2015,Hennur,2,1255.0,2.0,55.5
2016,Hennur,2,1255.0,2.0,57.5
2017,Hennur,2,1020.0,2.0,48.0
2018,Hennur,2,1255.0,2.0,52.32
2019,Hennur,2,1295.0,2.0,64.0
2020,Hennur,3,1655.0,2.0,70.5
2021,Hennur,2,1255.0,2.0,58.0
2022,Hennur,2,1420.0,2.0,62.0
2023,Hennur,2,1155.0,2.0,54.5
2024,Hennur,2,1255.0,2.0,52.32
2025,Hennur,2,1255.0,2.0,52.35
2026,Hennur,4,3517.0,2.0,161.5
2027,Hennur,2,1255.0,2.0,54.5
2028,Hennur,3,1830.5,3.0,84.205
2029,Hennur,2,1255.0,2.0,55.5
2030,Hennur,2,1255.0,2.0,53.57
2031,Hennur,2,1255.0,2.0,56.5
2032,Hennur,2,1050.0,2.0,42.73
2033,Hennur,2,1295.0,2.0,62.0
2034,Hennur Road,3,2089.0,3.0,140.0
2035,Hennur Road,2,1385.0,2.0,83.09
2036,Hennur Road,3,1904.0,3.0,120.0
2037,Hennur Road,3,1891.0,3.0,109.0
2038,Hennur Road,3,1561.0,3.0,95.0
2039,Hennur Road,3,1192.0,2.0,60.0
2040,Hennur Road,3,1482.0,2.0,92.0
